year,month,states,stressor,stress_pct
2019,January-March,New York,Diseases,1.7
2019,January-March,New York,Other pests/parasites,2.5
2019,January-March,New York,Varroa Mites,10.6
2019,January-March,New York,Pesticides,1.7
2019,January-March,New York,Unknown,9.0
2019,January-March,New York,Other,7.7
2019,January-March,North Carolina,Other pests/parasites,2.0
2019,January-March,North Carolina,Pesticides,0.7
2019,January-March,North Carolina,Unknown,3.4
2019,January-March,North Carolina,Other,2.2
2019,January-March,North Carolina,Varroa Mites,16.4
2019,January-March,North Carolina,Diseases,0.2
2019,January-March,North Dakota,Other pests/parasites,0.0
2019,January-March,North Dakota,Unknown,1.3
2019,January-March,North Dakota,Varroa Mites,6.9
2019,January-March,North Dakota,Pesticides,6.5
2019,January-March,North Dakota,Other,0.4
2019,January-March,North Dakota,Diseases,0.0
2019,January-March,Ohio,Pesticides,1.1
2019,January-March,Ohio,Unknown,3.1
2019,January-March,Ohio,Varroa Mites,49.3
2019,January-March,Ohio,Other pests/parasites,9.9
2019,January-March,Ohio,Other,6.7
2019,January-March,Ohio,Diseases,11.1
2019,January-March,Oklahoma,Other,
2019,January-March,Oklahoma,Unknown,
2019,January-March,Oklahoma,Other pests/parasites,0.3
2019,January-March,Oklahoma,Diseases,0.0
2019,January-March,Oklahoma,Pesticides,0.0
2019,January-March,Oklahoma,Varroa Mites,7.7
2019,January-March,Oregon,Pesticides,0.2
2019,January-March,Oregon,Varroa Mites,18.0
2019,January-March,Oregon,Unknown,0.5
2019,January-March,Oregon,Other,2.7
2019,January-March,Oregon,Diseases,0.2
2019,January-March,Oregon,Other pests/parasites,0.1
2019,January-March,Other States,Other,2.1
2019,January-March,Other States,Diseases,0.3
2019,January-March,Other States,Other pests/parasites,1.8
2019,January-March,Other States,Varroa Mites,6.9
2019,January-March,Other States,Pesticides,0.0
2019,January-March,Other States,Unknown,1.6
2019,January-March,Pennsylvania,Varroa Mites,15.3
2019,January-March,Pennsylvania,Other pests/parasites,4.6
2019,January-March,Pennsylvania,Pesticides,4.0
2019,January-March,Pennsylvania,Diseases,3.7
2019,January-March,Pennsylvania,Unknown,9.5
2019,January-March,Pennsylvania,Other,7.5
2019,January-March,South Carolina,Unknown,1.0
2019,January-March,South Carolina,Varroa Mites,18.5
2019,January-March,South Carolina,Pesticides,1.7
2019,January-March,South Carolina,Other pests/parasites,14.5
2019,January-March,South Carolina,Diseases,
2019,January-March,South Carolina,Other,12.4
2019,January-March,South Dakota,Varroa Mites,0.8
2019,January-March,South Dakota,Unknown,2.2
2019,January-March,South Dakota,Other pests/parasites,
2019,January-March,South Dakota,Diseases,0.0
2019,January-March,South Dakota,Other,0.8
2019,January-March,South Dakota,Pesticides,2.5
2019,January-March,Tennessee,Other,7.7
2019,January-March,Tennessee,Unknown,7.1
2019,January-March,Tennessee,Pesticides,0.9
2019,January-March,Tennessee,Varroa Mites,62.8
2019,January-March,Tennessee,Diseases,5.1
2019,January-March,Tennessee,Other pests/parasites,23.6
2019,January-March,Texas,Varroa Mites,26.1
2019,January-March,Texas,Other,6.9
2019,January-March,Texas,Diseases,5.3
2019,January-March,Texas,Other pests/parasites,6.5
2019,January-March,Texas,Unknown,3.0
2019,January-March,Texas,Pesticides,8.3
2019,January-March,Utah,Other pests/parasites,0.0
2019,January-March,Utah,Other,0.3
2019,January-March,Utah,Unknown,8.8
2019,January-March,Utah,Pesticides,0.0
2019,January-March,Utah,Varroa Mites,22.9
2019,January-March,Utah,Diseases,0.1
2019,January-March,Vermont,Varroa Mites,6.2
2019,January-March,Vermont,Other,0.2
2019,January-March,Vermont,Diseases,2.4
2019,January-March,Vermont,Other pests/parasites,0.1
2019,January-March,Vermont,Unknown,1.2
2019,January-March,Vermont,Pesticides,0.0
2019,January-March,Virginia,Varroa Mites,16.6
2019,January-March,Virginia,Other pests/parasites,12.8
2019,January-March,Virginia,Pesticides,0.3
2019,January-March,Virginia,Other,3.9
2019,January-March,Virginia,Unknown,9.3
2019,January-March,Virginia,Diseases,0.8
2019,January-March,Washington,Other pests/parasites,0.8
2019,January-March,Washington,Pesticides,0.3
2019,January-March,Washington,Other,0.8
2019,January-March,Washington,Varroa Mites,22.3
2019,January-March,Washington,Unknown,0.2
2019,January-March,Washington,Diseases,0.6
2019,January-March,West Virginia,Other,5.0
2019,January-March,West Virginia,Diseases,1.1
2019,January-March,West Virginia,Varroa Mites,10.3
2019,January-March,West Virginia,Pesticides,0.2
2019,January-March,West Virginia,Other pests/parasites,3.2
2019,January-March,West Virginia,Unknown,1.3
2019,January-March,Wisconsin,Unknown,5.0
2019,January-March,Wisconsin,Other pests/parasites,3.2
2019,January-March,Wisconsin,Pesticides,1.1
2019,January-March,Wisconsin,Other,13.8
2019,January-March,Wisconsin,Diseases,0.7
2019,January-March,Wisconsin,Varroa Mites,15.9
2019,January-March,Wyoming,Varroa Mites,0.7
2019,January-March,Wyoming,Other pests/parasites,0.0
2019,January-March,Wyoming,Other,0.5
2019,January-March,Wyoming,Diseases,0.1
2019,January-March,Wyoming,Unknown,2.3
2019,January-March,Wyoming,Pesticides,0.0
2019,January-March,Alabama,Varroa Mites,27.2
2019,January-March,Alabama,Diseases,1.8
2019,January-March,Alabama,Unknown,9.0
2019,January-March,Alabama,Other,3.1
2019,January-March,Alabama,Pesticides,0.3
2019,January-March,Alabama,Other pests/parasites,22.7
2019,January-March,Arizona,Varroa Mites,25.8
2019,January-March,Arizona,Diseases,6.5
2019,January-March,Arizona,Unknown,0.2
2019,January-March,Arizona,Other pests/parasites,7.9
2019,January-March,Arizona,Other,8.4
2019,January-March,Arizona,Pesticides,16.2
2019,January-March,Arkansas,Other pests/parasites,1.5
2019,January-March,Arkansas,Diseases,3.3
2019,January-March,Arkansas,Varroa Mites,19.5
2019,January-March,Arkansas,Pesticides,55.3
2019,January-March,Arkansas,Unknown,2.9
2019,January-March,Arkansas,Other,0.7
2019,January-March,California,Pesticides,12.3
2019,January-March,California,Other pests/parasites,13.4
2019,January-March,California,Varroa Mites,43.5
2019,January-March,California,Other,8.7
2019,January-March,California,Unknown,5.6
2019,January-March,California,Diseases,6.4
2019,January-March,Colorado,Pesticides,0.0
2019,January-March,Colorado,Other,2.5
2019,January-March,Colorado,Varroa Mites,11.2
2019,January-March,Colorado,Unknown,0.6
2019,January-March,Colorado,Other pests/parasites,0.3
2019,January-March,Colorado,Diseases,0.0
2019,January-March,Connecticut,Pesticides,0.0
2019,January-March,Connecticut,Other pests/parasites,1.3
2019,January-March,Connecticut,Other,3.6
2019,January-March,Connecticut,Diseases,0.0
2019,January-March,Connecticut,Unknown,1.7
2019,January-March,Connecticut,Varroa Mites,10.1
2019,January-March,Florida,Diseases,5.5
2019,January-March,Florida,Other,7.4
2019,January-March,Florida,Other pests/parasites,24.8
2019,January-March,Florida,Unknown,5.5
2019,January-March,Florida,Varroa Mites,46.9
2019,January-March,Florida,Pesticides,22.9
2019,January-March,Georgia,Other,10.6
2019,January-March,Georgia,Unknown,4.9
2019,January-March,Georgia,Other pests/parasites,17.8
2019,January-March,Georgia,Pesticides,9.6
2019,January-March,Georgia,Diseases,7.4
2019,January-March,Georgia,Varroa Mites,69.6
2019,January-March,Hawaii,Diseases,0.1
2019,January-March,Hawaii,Unknown,0.0
2019,January-March,Hawaii,Other,2.9
2019,January-March,Hawaii,Other pests/parasites,64.9
2019,January-March,Hawaii,Varroa Mites,72.1
2019,January-March,Hawaii,Pesticides,0.7
2019,January-March,Idaho,Diseases,8.0
2019,January-March,Idaho,Other,8.6
2019,January-March,Idaho,Other pests/parasites,8.0
2019,January-March,Idaho,Varroa Mites,24.5
2019,January-March,Idaho,Unknown,
2019,January-March,Idaho,Pesticides,9.2
2019,January-March,Illinois,Varroa Mites,33.3
2019,January-March,Illinois,Diseases,3.1
2019,January-March,Illinois,Pesticides,0.7
2019,January-March,Illinois,Other pests/parasites,14.7
2019,January-March,Illinois,Other,15.5
2019,January-March,Illinois,Unknown,10.1
2019,January-March,Indiana,Pesticides,5.5
2019,January-March,Indiana,Other pests/parasites,8.8
2019,January-March,Indiana,Varroa Mites,15.6
2019,January-March,Indiana,Other,7.1
2019,January-March,Indiana,Diseases,2.6
2019,January-March,Indiana,Unknown,1.7
2019,January-March,Iowa,Pesticides,0.3
2019,January-March,Iowa,Other pests/parasites,1.7
2019,January-March,Iowa,Unknown,3.5
2019,January-March,Iowa,Varroa Mites,34.8
2019,January-March,Iowa,Other,7.7
2019,January-March,Iowa,Diseases,0.6
2019,January-March,Kansas,Other,21.6
2019,January-March,Kansas,Unknown,4.0
2019,January-March,Kansas,Varroa Mites,86.9
2019,January-March,Kansas,Pesticides,12.2
2019,January-March,Kansas,Other pests/parasites,7.8
2019,January-March,Kansas,Diseases,2.5
2019,January-March,Kentucky,Diseases,0.1
2019,January-March,Kentucky,Pesticides,5.3
2019,January-March,Kentucky,Other,10.7
2019,January-March,Kentucky,Other pests/parasites,12.9
2019,January-March,Kentucky,Unknown,4.6
2019,January-March,Kentucky,Varroa Mites,21.6
2019,January-March,Louisiana,Varroa Mites,57.8
2019,January-March,Louisiana,Pesticides,0.3
2019,January-March,Louisiana,Other,1.0
2019,January-March,Louisiana,Other pests/parasites,1.3
2019,January-March,Louisiana,Diseases,0.1
2019,January-March,Louisiana,Unknown,0.7
2019,January-March,Maine,Other pests/parasites,0.1
2019,January-March,Maine,Pesticides,0.0
2019,January-March,Maine,Unknown,0.8
2019,January-March,Maine,Diseases,0.0
2019,January-March,Maine,Varroa Mites,2.3
2019,January-March,Maine,Other,1.4
2019,January-March,Maryland,Unknown,2.4
2019,January-March,Maryland,Other pests/parasites,5.1
2019,January-March,Maryland,Diseases,0.2
2019,January-March,Maryland,Other,10.1
2019,January-March,Maryland,Varroa Mites,12.6
2019,January-March,Maryland,Pesticides,
2019,January-March,Massachusetts,Other,6.3
2019,January-March,Massachusetts,Diseases,0.0
2019,January-March,Massachusetts,Unknown,0.9
2019,January-March,Massachusetts,Other pests/parasites,0.0
2019,January-March,Massachusetts,Pesticides,4.3
2019,January-March,Massachusetts,Varroa Mites,10.3
2019,January-March,Michigan,Varroa Mites,18.2
2019,January-March,Michigan,Other,12.2
2019,January-March,Michigan,Diseases,1.5
2019,January-March,Michigan,Unknown,0.7
2019,January-March,Michigan,Other pests/parasites,5.8
2019,January-March,Michigan,Pesticides,0.2
2019,January-March,Minnesota,Unknown,0.8
2019,January-March,Minnesota,Varroa Mites,1.3
2019,January-March,Minnesota,Diseases,1.9
2019,January-March,Minnesota,Pesticides,0.0
2019,January-March,Minnesota,Other,2.0
2019,January-March,Minnesota,Other pests/parasites,0.2
2019,January-March,Mississippi,Pesticides,48.4
2019,January-March,Mississippi,Other,1.9
2019,January-March,Mississippi,Varroa Mites,14.6
2019,January-March,Mississippi,Unknown,5.5
2019,January-March,Mississippi,Diseases,64.8
2019,January-March,Mississippi,Other pests/parasites,71.0
2019,January-March,Missouri,Other,5.4
2019,January-March,Missouri,Diseases,1.9
2019,January-March,Missouri,Other pests/parasites,2.3
2019,January-March,Missouri,Varroa Mites,5.4
2019,January-March,Missouri,Pesticides,0.5
2019,January-March,Missouri,Unknown,3.2
2019,January-March,Montana,Unknown,1.1
2019,January-March,Montana,Other pests/parasites,
2019,January-March,Montana,Pesticides,0.8
2019,January-March,Montana,Other,0.8
2019,January-March,Montana,Varroa Mites,15.1
2019,January-March,Montana,Diseases,0.0
2019,January-March,Nebraska,Varroa Mites,32.3
2019,January-March,Nebraska,Unknown,0.1
2019,January-March,Nebraska,Other pests/parasites,1.3
2019,January-March,Nebraska,Pesticides,0.8
2019,January-March,Nebraska,Other,2.2
2019,January-March,Nebraska,Diseases,32.0
2019,January-March,New Jersey,Pesticides,0.0
2019,January-March,New Jersey,Varroa Mites,15.3
2019,January-March,New Jersey,Unknown,0.6
2019,January-March,New Jersey,Other pests/parasites,4.4
2019,January-March,New Jersey,Diseases,0.0
2019,January-March,New Jersey,Other,3.5
2019,January-March,New Mexico,Other,1.4
2019,January-March,New Mexico,Unknown,0.3
2019,January-March,New Mexico,Other pests/parasites,1.1
2019,January-March,New Mexico,Pesticides,0.0
2019,January-March,New Mexico,Diseases,0.6
2019,January-March,New Mexico,Varroa Mites,3.5
2019,January-March,New York,Diseases,1.7
2019,January-March,New York,Other pests/parasites,2.5
2019,January-March,New York,Varroa Mites,10.6
2019,January-March,New York,Pesticides,1.7
2019,January-March,New York,Unknown,9.0
2019,January-March,New York,Other,7.7
2019,January-March,North Carolina,Other pests/parasites,2.0
2019,January-March,North Carolina,Pesticides,0.7
2019,January-March,North Carolina,Unknown,3.4
2019,January-March,North Carolina,Other,2.2
2019,January-March,North Carolina,Varroa Mites,16.4
2019,January-March,North Carolina,Diseases,0.2
2019,January-March,North Dakota,Other pests/parasites,0.0
2019,January-March,North Dakota,Unknown,1.3
2019,January-March,North Dakota,Varroa Mites,6.9
2019,January-March,North Dakota,Pesticides,6.5
2019,January-March,North Dakota,Other,0.4
2019,January-March,North Dakota,Diseases,0.0
2019,January-March,Ohio,Pesticides,1.1
2019,January-March,Ohio,Unknown,3.1
2019,January-March,Ohio,Varroa Mites,49.3
2019,January-March,Ohio,Other pests/parasites,9.9
2019,January-March,Ohio,Other,6.7
2019,January-March,Ohio,Diseases,11.1
2019,January-March,Oklahoma,Other,
2019,January-March,Oklahoma,Unknown,
2019,January-March,Oklahoma,Other pests/parasites,0.3
2019,January-March,Oklahoma,Diseases,0.0
2019,January-March,Oklahoma,Pesticides,0.0
2019,January-March,Oklahoma,Varroa Mites,7.7
2019,January-March,Oregon,Pesticides,0.2
2019,January-March,Oregon,Varroa Mites,18.0
2019,January-March,Oregon,Unknown,0.5
2019,January-March,Oregon,Other,2.7
2019,January-March,Oregon,Diseases,0.2
2019,January-March,Oregon,Other pests/parasites,0.1
2019,January-March,Other States,Other,2.1
2019,January-March,Other States,Diseases,0.3
2019,January-March,Other States,Other pests/parasites,1.8
2019,January-March,Other States,Varroa Mites,6.9
2019,January-March,Other States,Pesticides,0.0
2019,January-March,Other States,Unknown,1.6
2019,January-March,Pennsylvania,Varroa Mites,15.3
2019,January-March,Pennsylvania,Other pests/parasites,4.6
2019,January-March,Pennsylvania,Pesticides,4.0
2019,January-March,Pennsylvania,Diseases,3.7
2019,January-March,Pennsylvania,Unknown,9.5
2019,January-March,Pennsylvania,Other,7.5
2019,January-March,South Carolina,Unknown,1.0
2019,January-March,South Carolina,Varroa Mites,18.5
2019,January-March,South Carolina,Pesticides,1.7
2019,January-March,South Carolina,Other pests/parasites,14.5
2019,January-March,South Carolina,Diseases,
2019,January-March,South Carolina,Other,12.4
2019,January-March,South Dakota,Varroa Mites,0.8
2019,January-March,South Dakota,Unknown,2.2
2019,January-March,South Dakota,Other pests/parasites,
2019,January-March,South Dakota,Diseases,0.0
2019,January-March,South Dakota,Other,0.8
2019,January-March,South Dakota,Pesticides,2.5
2019,January-March,Tennessee,Other,7.7
2019,January-March,Tennessee,Unknown,7.1
2019,January-March,Tennessee,Pesticides,0.9
2019,January-March,Tennessee,Varroa Mites,62.8
2019,January-March,Tennessee,Diseases,5.1
2019,January-March,Tennessee,Other pests/parasites,23.6
2019,January-March,Texas,Varroa Mites,26.1
2019,January-March,Texas,Other,6.9
2019,January-March,Texas,Diseases,5.3
2019,January-March,Texas,Other pests/parasites,6.5
2019,January-March,Texas,Unknown,3.0
2019,January-March,Texas,Pesticides,8.3
2019,January-March,Utah,Other pests/parasites,0.0
2019,January-March,Utah,Other,0.3
2019,January-March,Utah,Unknown,8.8
2019,January-March,Utah,Pesticides,0.0
2019,January-March,Utah,Varroa Mites,22.9
2019,January-March,Utah,Diseases,0.1
2019,January-March,Vermont,Varroa Mites,6.2
2019,January-March,Vermont,Other,0.2
2019,January-March,Vermont,Diseases,2.4
2019,January-March,Vermont,Other pests/parasites,0.1
2019,January-March,Vermont,Unknown,1.2
2019,January-March,Vermont,Pesticides,0.0
2019,January-March,Virginia,Varroa Mites,16.6
2019,January-March,Virginia,Other pests/parasites,12.8
2019,January-March,Virginia,Pesticides,0.3
2019,January-March,Virginia,Other,3.9
2019,January-March,Virginia,Unknown,9.3
2019,January-March,Virginia,Diseases,0.8
2019,January-March,Washington,Other pests/parasites,0.8
2019,January-March,Washington,Pesticides,0.3
2019,January-March,Washington,Other,0.8
2019,January-March,Washington,Varroa Mites,22.3
2019,January-March,Washington,Unknown,0.2
2019,January-March,Washington,Diseases,0.6
2019,January-March,West Virginia,Other,5.0
2019,January-March,West Virginia,Diseases,1.1
2019,January-March,West Virginia,Varroa Mites,10.3
2019,January-March,West Virginia,Pesticides,0.2
2019,January-March,West Virginia,Other pests/parasites,3.2
2019,January-March,West Virginia,Unknown,1.3
2019,January-March,Wisconsin,Unknown,5.0
2019,January-March,Wisconsin,Other pests/parasites,3.2
2019,January-March,Wisconsin,Pesticides,1.1
2019,January-March,Wisconsin,Other,13.8
2019,January-March,Wisconsin,Diseases,0.7
2019,January-March,Wisconsin,Varroa Mites,15.9
2019,January-March,Wyoming,Varroa Mites,0.7
2019,January-March,Wyoming,Other pests/parasites,0.0
2019,January-March,Wyoming,Other,0.5
2019,January-March,Wyoming,Diseases,0.1
2019,January-March,Wyoming,Unknown,2.3
2019,January-March,Wyoming,Pesticides,0.0
2019,April-June,Alabama,Varroa Mites,
2019,April-June,Alabama,Diseases,
2019,April-June,Alabama,Unknown,
2019,April-June,Alabama,Other,
2019,April-June,Alabama,Pesticides,
2019,April-June,Alabama,Other pests/parasites,
2019,April-June,Arizona,Varroa Mites,
2019,April-June,Arizona,Diseases,
2019,April-June,Arizona,Unknown,
2019,April-June,Arizona,Other pests/parasites,
2019,April-June,Arizona,Other,
2019,April-June,Arizona,Pesticides,
2019,April-June,Arkansas,Other pests/parasites,
2019,April-June,Arkansas,Diseases,
2019,April-June,Arkansas,Varroa Mites,
2019,April-June,Arkansas,Pesticides,
2019,April-June,Arkansas,Unknown,
2019,April-June,Arkansas,Other,
2019,April-June,California,Pesticides,
2019,April-June,California,Other pests/parasites,
2019,April-June,California,Varroa Mites,
2019,April-June,California,Other,
2019,April-June,California,Unknown,
2019,April-June,California,Diseases,
2019,April-June,Colorado,Pesticides,
2019,April-June,Colorado,Other,
2019,April-June,Colorado,Varroa Mites,
2019,April-June,Colorado,Unknown,
2019,April-June,Colorado,Other pests/parasites,
2019,April-June,Colorado,Diseases,
2019,April-June,Connecticut,Pesticides,
2019,April-June,Connecticut,Other pests/parasites,
2019,April-June,Connecticut,Other,
2019,April-June,Connecticut,Diseases,
2019,April-June,Connecticut,Unknown,
2019,April-June,Connecticut,Varroa Mites,
2019,April-June,Florida,Diseases,
2019,April-June,Florida,Other,
2019,April-June,Florida,Other pests/parasites,
2019,April-June,Florida,Unknown,
2019,April-June,Florida,Varroa Mites,
2019,April-June,Florida,Pesticides,
2019,April-June,Georgia,Other,
2019,April-June,Georgia,Unknown,
2019,April-June,Georgia,Other pests/parasites,
2019,April-June,Georgia,Pesticides,
2019,April-June,Georgia,Diseases,
2019,April-June,Georgia,Varroa Mites,
2019,April-June,Hawaii,Diseases,
2019,April-June,Hawaii,Unknown,
2019,April-June,Hawaii,Other,
2019,April-June,Hawaii,Other pests/parasites,
2019,April-June,Hawaii,Varroa Mites,
2019,April-June,Hawaii,Pesticides,
2019,April-June,Idaho,Diseases,
2019,April-June,Idaho,Other,
2019,April-June,Idaho,Other pests/parasites,
2019,April-June,Idaho,Varroa Mites,
2019,April-June,Idaho,Unknown,
2019,April-June,Idaho,Pesticides,
2019,April-June,Illinois,Varroa Mites,
2019,April-June,Illinois,Diseases,
2019,April-June,Illinois,Pesticides,
2019,April-June,Illinois,Other pests/parasites,
2019,April-June,Illinois,Other,
2019,April-June,Illinois,Unknown,
2019,April-June,Indiana,Pesticides,
2019,April-June,Indiana,Other pests/parasites,
2019,April-June,Indiana,Varroa Mites,
2019,April-June,Indiana,Other,
2019,April-June,Indiana,Diseases,
2019,April-June,Indiana,Unknown,
2019,April-June,Iowa,Pesticides,
2019,April-June,Iowa,Other pests/parasites,
2019,April-June,Iowa,Unknown,
2019,April-June,Iowa,Varroa Mites,
2019,April-June,Iowa,Other,
2019,April-June,Iowa,Diseases,
2019,April-June,Kansas,Other,
2019,April-June,Kansas,Unknown,
2019,April-June,Kansas,Varroa Mites,
2019,April-June,Kansas,Pesticides,
2019,April-June,Kansas,Other pests/parasites,
2019,April-June,Kansas,Diseases,
2019,April-June,Kentucky,Diseases,
2019,April-June,Kentucky,Pesticides,
2019,April-June,Kentucky,Other,
2019,April-June,Kentucky,Other pests/parasites,
2019,April-June,Kentucky,Unknown,
2019,April-June,Kentucky,Varroa Mites,
2019,April-June,Louisiana,Varroa Mites,
2019,April-June,Louisiana,Pesticides,
2019,April-June,Louisiana,Other,
2019,April-June,Louisiana,Other pests/parasites,
2019,April-June,Louisiana,Diseases,
2019,April-June,Louisiana,Unknown,
2019,April-June,Maine,Other pests/parasites,
2019,April-June,Maine,Pesticides,
2019,April-June,Maine,Unknown,
2019,April-June,Maine,Diseases,
2019,April-June,Maine,Varroa Mites,
2019,April-June,Maine,Other,
2019,April-June,Maryland,Unknown,
2019,April-June,Maryland,Other pests/parasites,
2019,April-June,Maryland,Diseases,
2019,April-June,Maryland,Other,
2019,April-June,Maryland,Varroa Mites,
2019,April-June,Maryland,Pesticides,
2019,April-June,Massachusetts,Other,
2019,April-June,Massachusetts,Diseases,
2019,April-June,Massachusetts,Unknown,
2019,April-June,Massachusetts,Other pests/parasites,
2019,April-June,Massachusetts,Pesticides,
2019,April-June,Massachusetts,Varroa Mites,
2019,April-June,Michigan,Varroa Mites,
2019,April-June,Michigan,Other,
2019,April-June,Michigan,Diseases,
2019,April-June,Michigan,Unknown,
2019,April-June,Michigan,Other pests/parasites,
2019,April-June,Michigan,Pesticides,
2019,April-June,Minnesota,Unknown,
2019,April-June,Minnesota,Varroa Mites,
2019,April-June,Minnesota,Diseases,
2019,April-June,Minnesota,Pesticides,
2019,April-June,Minnesota,Other,
2019,April-June,Minnesota,Other pests/parasites,
2019,April-June,Mississippi,Pesticides,
2019,April-June,Mississippi,Other,
2019,April-June,Mississippi,Varroa Mites,
2019,April-June,Mississippi,Unknown,
2019,April-June,Mississippi,Diseases,
2019,April-June,Mississippi,Other pests/parasites,
2019,April-June,Missouri,Other,
2019,April-June,Missouri,Diseases,
2019,April-June,Missouri,Other pests/parasites,
2019,April-June,Missouri,Varroa Mites,
2019,April-June,Missouri,Pesticides,
2019,April-June,Missouri,Unknown,
2019,April-June,Montana,Unknown,
2019,April-June,Montana,Other pests/parasites,
2019,April-June,Montana,Pesticides,
2019,April-June,Montana,Other,
2019,April-June,Montana,Varroa Mites,
2019,April-June,Montana,Diseases,
2019,April-June,Nebraska,Varroa Mites,
2019,April-June,Nebraska,Unknown,
2019,April-June,Nebraska,Other pests/parasites,
2019,April-June,Nebraska,Pesticides,
2019,April-June,Nebraska,Other,
2019,April-June,Nebraska,Diseases,
2019,April-June,New Jersey,Pesticides,
2019,April-June,New Jersey,Varroa Mites,
2019,April-June,New Jersey,Unknown,
2019,April-June,New Jersey,Other pests/parasites,
2019,April-June,New Jersey,Diseases,
2019,April-June,New Jersey,Other,
2019,April-June,New Mexico,Other,
2019,April-June,New Mexico,Unknown,
2019,April-June,New Mexico,Other pests/parasites,
2019,April-June,New Mexico,Pesticides,
2019,April-June,New Mexico,Diseases,
2019,April-June,New Mexico,Varroa Mites,
2019,April-June,New York,Diseases,
2019,April-June,New York,Other pests/parasites,
2019,April-June,New York,Varroa Mites,
2019,April-June,New York,Pesticides,
2019,April-June,New York,Unknown,
2019,April-June,New York,Other,
2019,April-June,North Carolina,Other pests/parasites,
2019,April-June,North Carolina,Pesticides,
2019,April-June,North Carolina,Unknown,
2019,April-June,North Carolina,Other,
2019,April-June,North Carolina,Varroa Mites,
2019,April-June,North Carolina,Diseases,
2019,April-June,North Dakota,Other pests/parasites,
2019,April-June,North Dakota,Unknown,
2019,April-June,North Dakota,Varroa Mites,
2019,April-June,North Dakota,Pesticides,
2019,April-June,North Dakota,Other,
2019,April-June,North Dakota,Diseases,
2019,April-June,Ohio,Pesticides,
2019,April-June,Ohio,Unknown,
2019,April-June,Ohio,Varroa Mites,
2019,April-June,Ohio,Other pests/parasites,
2019,April-June,Ohio,Other,
2019,April-June,Ohio,Diseases,
2019,April-June,Oklahoma,Other,
2019,April-June,Oklahoma,Unknown,
2019,April-June,Oklahoma,Other pests/parasites,
2019,April-June,Oklahoma,Diseases,
2019,April-June,Oklahoma,Pesticides,
2019,April-June,Oklahoma,Varroa Mites,
2019,April-June,Oregon,Pesticides,
2019,April-June,Oregon,Varroa Mites,
2019,April-June,Oregon,Unknown,
2019,April-June,Oregon,Other,
2019,April-June,Oregon,Diseases,
2019,April-June,Oregon,Other pests/parasites,
2019,April-June,Other States,Other,
2019,April-June,Other States,Diseases,
2019,April-June,Other States,Other pests/parasites,
2019,April-June,Other States,Varroa Mites,
2019,April-June,Other States,Pesticides,
2019,April-June,Other States,Unknown,
2019,April-June,Pennsylvania,Varroa Mites,
2019,April-June,Pennsylvania,Other pests/parasites,
2019,April-June,Pennsylvania,Pesticides,
2019,April-June,Pennsylvania,Diseases,
2019,April-June,Pennsylvania,Unknown,
2019,April-June,Pennsylvania,Other,
2019,April-June,South Carolina,Unknown,
2019,April-June,South Carolina,Varroa Mites,
2019,April-June,South Carolina,Pesticides,
2019,April-June,South Carolina,Other pests/parasites,
2019,April-June,South Carolina,Diseases,
2019,April-June,South Carolina,Other,
2019,April-June,South Dakota,Varroa Mites,
2019,April-June,South Dakota,Unknown,
2019,April-June,South Dakota,Other pests/parasites,
2019,April-June,South Dakota,Diseases,
2019,April-June,South Dakota,Other,
2019,April-June,South Dakota,Pesticides,
2019,April-June,Tennessee,Other,
2019,April-June,Tennessee,Unknown,
2019,April-June,Tennessee,Pesticides,
2019,April-June,Tennessee,Varroa Mites,
2019,April-June,Tennessee,Diseases,
2019,April-June,Tennessee,Other pests/parasites,
2019,April-June,Texas,Varroa Mites,
2019,April-June,Texas,Other,
2019,April-June,Texas,Diseases,
2019,April-June,Texas,Other pests/parasites,
2019,April-June,Texas,Unknown,
2019,April-June,Texas,Pesticides,
2019,April-June,Utah,Other pests/parasites,
2019,April-June,Utah,Other,
2019,April-June,Utah,Unknown,
2019,April-June,Utah,Pesticides,
2019,April-June,Utah,Varroa Mites,
2019,April-June,Utah,Diseases,
2019,April-June,Vermont,Varroa Mites,
2019,April-June,Vermont,Other,
2019,April-June,Vermont,Diseases,
2019,April-June,Vermont,Other pests/parasites,
2019,April-June,Vermont,Unknown,
2019,April-June,Vermont,Pesticides,
2019,April-June,Virginia,Varroa Mites,
2019,April-June,Virginia,Other pests/parasites,
2019,April-June,Virginia,Pesticides,
2019,April-June,Virginia,Other,
2019,April-June,Virginia,Unknown,
2019,April-June,Virginia,Diseases,
2019,April-June,Washington,Other pests/parasites,
2019,April-June,Washington,Pesticides,
2019,April-June,Washington,Other,
2019,April-June,Washington,Varroa Mites,
2019,April-June,Washington,Unknown,
2019,April-June,Washington,Diseases,
2019,April-June,West Virginia,Other,
2019,April-June,West Virginia,Diseases,
2019,April-June,West Virginia,Varroa Mites,
2019,April-June,West Virginia,Pesticides,
2019,April-June,West Virginia,Other pests/parasites,
2019,April-June,West Virginia,Unknown,
2019,April-June,Wisconsin,Unknown,
2019,April-June,Wisconsin,Other pests/parasites,
2019,April-June,Wisconsin,Pesticides,
2019,April-June,Wisconsin,Other,
2019,April-June,Wisconsin,Diseases,
2019,April-June,Wisconsin,Varroa Mites,
2019,April-June,Wyoming,Varroa Mites,
2019,April-June,Wyoming,Other pests/parasites,
2019,April-June,Wyoming,Other,
2019,April-June,Wyoming,Diseases,
